Name DE;Name;Cardtype;Type;Tera;HP;Evolves from DE;Evolves from;Ability DE;Ability;Ability text DE;Ability text;Attack 1 cost;Attack 1 name DE;Attack 1 name;Attack 1 damage;Effect Attack 1 DE;Effect Attack 1;Attack 2 cost;Attack 2 name DE;Attack 2 name;Attack 2 damage;Effect Attack 2 DE;Effect Attack 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL DE;URL
Calamanero;Malamar;Stage 1;Psychic;;110;Iscalar;Inkay;;;;;P;Synchronkinese ;Synchro Kinesis ;30+;Jeder Spieler zeigt seine Handkarten. Wenn eine Karte auf der Hand deines Gegners denselben Namen wie eine Karte auf deiner Hand hat, fügt diese Attacke 90 Schadenspunkte mehr zu.;Each player reveals their hand. If a card in your opponent's hand has the same name as a card in your hand, this attack does 90 more damage.;PCC;Psychosphäre ;Psychic Sphere ;80;;;Darkness;Fighting;2;LOR;78;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_078_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_078_R_EN_LG.png
Banette;Banette;Stage 1;Psychic;;80;Shuppet;Shuppet;;;;;P;Resoluter Groll ;Resolute Spite ;20×;Lege bis zu 7 Schadensmarken auf dieses Pokémon. Diese Attacke fügt für jede auf diese Weise platzierte Schadensmarke 20 Schadenspunkte zu.;Put up to 7 damage counters on this Pokémon. This attack does 20 damage for each damage counter you placed in this way.;PC;Gespenstisches Licht ;Eerie Light ;50;Das Aktive Pokémon deines Gegners ist jetzt verwirrt.;Your opponent's Active Pokémon is now Confused.;Darkness;Fighting;1;LOR;TG7;E;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_TG7_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_TG7_R_EN_LG.png
Pixi;Clefable;Stage 1;Psychic;;100;Piepi;Clefairy;;;;;P;Spotlight;Follow Me;;Wechsle 1 Pokémon von der Bank deines Gegners in die Aktive Position ein.;Switch in 1 of your opponent's Benched Pokémon to the Active Spot.;PPP;Mehr Mond ;More Moon ;50;Wenn das Pokémon deines Gegners durch Schaden dieser Attacke kampfunfähig wird, nimm 1 Preiskarte mehr.;If your opponent's Pokémon is Knocked Out by damage from this attack, take 1 more Prize card.;Metal;;2;MEW;36;G;Pokémon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_036_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_036_R_EN_LG.png
Kadabra;Kadabra;Stage 1;Psychic;;80;Abra;Abra;;;;;P;Teleportationsattacke ;Teleportation Attack ;30;Tausche dieses Pokémon gegen 1 Pokémon auf deiner Bank aus.;Switch this Pokémon with 1 of your Benched Pokémon.;;;;;;;Darkness;Fighting;1;MEW;64;G;Pokémon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_064_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_064_R_EN_LG.png
Lahmus;Slowbro;Stage 1;Psychic;;130;Flegmon;Slowpoke;;;;;P;Großer Gähner;Big Yawn;;Beide Aktiven Pokémon schlafen jetzt.;Both Active Pokémon are now Asleep.;PCC;Träger Tackle ;Laid-Back Tackle ;160;Wenn sich dieses Pokémon während dieses Zuges entwickelt hat, hat diese Attacke keine Auswirkungen.;If this Pokémon evolved during this turn, this attack does nothing.;Darkness;Fighting;2;MEW;80;G;Pokémon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_080_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_080_R_EN_LG.png
Alpollo;Haunter;Stage 1;Psychic;;80;Nebulak;Gastly;Seelenrückkehr;Spirit Return;Wenn du dieses Pokémon aus deiner Hand spielst, um 1 deiner Pokémon während deines Zuges zu entwickeln, kannst du 1 Unterstützerkarte aus dem Ablagestapel deines Gegners auf seine Hand geben.;When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may put a Supporter card from your opponent's discard pile into their hand.;PC;Grummeln ;Mumble ;30;;;;;;;;;Darkness;Fighting;1;MEW;93;G;Pokémon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_093_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_093_R_EN_LG.png
Hypno;Hypno;Stage 1;Psychic;;110;Traumato;Drowzee;Hypnosetermin;Here for Hypnosis;Wenn du dieses Pokémon aus deiner Hand spielst, um 1 deiner Pokémon während deines Zuges zu entwickeln, kannst du das Aktive Pokémon deines Gegners einschlafen lassen.;When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may make your opponent's Active Pokémon Asleep.;PPC;Super-Psischlag ;Super Psy Bolt ;110;;;;;;;;;Darkness;Fighting;2;MEW;97;G;Pokémon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_097_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_097_R_EN_LG.png
Pixi-ex;Clefable ex;Stage 1;Psychic;;260;Piepi;Clefairy;Lunarzone;Lunar Zone;Alle deine Pokémon, an die [P]-Energie angelegt ist, haben keine Rückzugskosten.;All of your Pokémon that have [P] Energy attached have no Retreat Cost.;PPP;Wundersamer Mond ;Wondrous Moon ;170;Du kannst beliebig viele [P]-Energien von deinen Pokémon beliebig auf deine anderen Pokémon verschieben.;You may move any amount of [P] Energy from your Pokémon to your other Pokémon in any way you like.;;;;;;;Metal;;2;OBF;82;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_082_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_082_R_EN_LG.png
Togetic;Togetic;Stage 1;Psychic;;90;Togepi;Togepi;;;;;C;Geteilter Frieden;Shared Peace;;Jeder Spieler zieht 3 Karten.;Each player draws 3 cards.;CC;Tempohechtsprung ;Speed Dive ;40;;;Metal;;1;OBF;84;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_084_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_084_R_EN_LG.png
Psiana;Espeon;Stage 1;Psychic;;110;Evoli;Eevee;;;;;P;Psycho-Ansturm ;Psychic Assault ;30+;Diese Attacke fügt für jede Schadensmarke auf dem Aktiven Pokémon deines Gegners 10 Schadenspunkte mehr zu.;This attack does 10 more damage for each damage counter on your opponent's Active Pokémon.;PC;Mentale Blockade ;Psy Bolt ;60;Wirf 1 Münze. Bei Kopf ist das Aktive Pokémon deines Gegners jetzt paralysiert.;Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.;Darkness;Fighting;1;OBF;86;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_086_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_086_R_EN_LG.png
Granbull;Granbull;Stage 1;Psychic;;130;Snubbull;Snubbull;;;;;PC;Konfrontieren ;Confront ;50;;;PPC;Wilder Tackle ;Wild Tackle ;160;Dieses Pokémon fügt auch sich selbst 30 Schadenspunkte zu.;This Pokémon also does 30 damage to itself.;Metal;;2;OBF;88;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_088_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_088_R_EN_LG.png
Groink;Grumpig;Stage 1;Psychic;;120;Spoink;Spoink;;;;;P;Mächtige Schritte;Powerful Steps;;Durchsuche dein Deck nach bis zu 2 Basis-Energiekarten und lege sie beliebig an deine Pokémon an. Mische anschließend dein Deck.;Search your deck for up to 2 Basic Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.;PCC;Zen-Kopfstoß ;Zen Headbutt ;100;;;Darkness;Fighting;1;OBF;91;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_091_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_091_R_EN_LG.png
Lepumentas;Claydol;Stage 1;Psychic;;120;Puppance;Baltoy;;;;;P;Krawumm-Puppe;Kaboom Doll;;Lege so lange Schadensmarken auf das Aktive Pokémon deines Gegners, bis seine verbleibenden KP gleich 10 sind. Wenn du auf diese Weise mindestens 1 Schadensmarke platziert hast, fügt diese Attacke auch diesem Pokémon 120 Schadenspunkte zu.;Put damage counters on your opponent's Active Pokémon until its remaining HP is 10. If you placed any damage counters in this way, this attack also does 120 damage to this Pokémon.;P;Gedankenverbiegung ;Mind Bend ;30;Das Aktive Pokémon deines Gegners ist jetzt verwirrt.;Your opponent's Active Pokémon is now Confused.;Darkness;Fighting;2;OBF;95;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_095_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_095_R_EN_LG.png
Honweisel-ex;Vespiquen ex;Stage 1;Psychic;;270;Wadribie;Combee;Terakristall;Tera;Solange sich dieses Pokémon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokémon durch Attacken (deine und die deines Gegners) zugefügt wird.;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;G;Heilende Pheromone;Healing Pheromone;;Heile 60 Schadenspunkte bei 1 deiner Pokémon.;Heal 60 damage from 1 of your Pokémon.;GGG;Phantomkönigin ;Phantom Queen ;200;Lege 3 Schadensmarken auf jedes Pokémon auf der Bank deines Gegners, auf dem mindestens 1 Schadensmarke liegt.;Put 3 damage counters on each of your opponent's Benched Pokémon that has any damage counters on it.;Darkness;Fighting;2;OBF;96;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_096_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_096_R_EN_LG.png
Mortipot;Polteageist;Stage 1;Psychic;;70;Fatalitee;Sinistea;;;;;P;Antiquitäten sammeln;Antique Collecting;;Nimm eine beliebige Kombination aus bis zu 2 Itemkarten und Pokémon-Ausrüstungen aus deinem Ablagestapel auf deine Hand.;Put up to 2 in any combination of Item cards and Pokémon Tool cards from your discard pile into your hand.;P;Tee einschenken;Pour Tea;;Lege 5 Schadensmarken auf das Aktive Pokémon deines Gegners.;Put 5 damage counters on your opponent's Active Pokémon.;Darkness;Fighting;2;OBF;98;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_098_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_098_R_EN_LG.png
Friedwuff;Houndstone;Stage 1;Psychic;;140;Gruff;Greavard;;;;;CC;Rückwärtskick ;Rear Kick ;30;;;PCC;Vierzweifelnder Biss ;Two Four-ocious ;80+;Wenn dein Gegner genau 2 oder 4 verbleibende Preiskarten hat, fügt diese Attacke 120 Schadenspunkte mehr zu.;If your opponent has exactly 2 or 4 Prize cards remaining, this attack does 120 more damage.;Darkness;Fighting;3;OBF;101;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_101_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_101_R_EN_LG.png
Friedwuff-ex;Houndstone ex;Stage 1;Psychic;;260;Gruff;Greavard;;;;;P;Mächtiger Biss ;Big Bite ;30;Während des nächsten Zuges deines Gegners kann sich das Verteidigende Pokémon nicht zurückziehen.;During your opponent's next turn, the Defending Pokémon can't retreat.;PCC;Letzte Ehre ;Last Respects ;160+;Diese Attacke fügt für jedes [P]-Pokémon in deinem Ablagestapel 10 Schadenspunkte mehr zu.;This attack does 10 more damage for each [P] Pokémon in your discard pile.;Darkness;Fighting;3;OBF;102;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_102_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_102_R_EN_LG.png
Honweisel-ex;Vespiquen ex;Stage 1;Psychic;;270;Wadribie;Combee;Terakristall;Tera;Solange sich dieses Pokémon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokémon durch Attacken (deine und die deines Gegners) zugefügt wird.;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;G;Heilende Pheromone;Healing Pheromone;;Heile 60 Schadenspunkte bei 1 deiner Pokémon.;Heal 60 damage from 1 of your Pokémon.;GGG;Phantomkönigin ;Phantom Queen ;200;Lege 3 Schadensmarken auf jedes Pokémon auf der Bank deines Gegners, auf dem mindestens 1 Schadensmarke liegt.;Put 3 damage counters on each of your opponent's Benched Pokémon that has any damage counters on it.;Darkness;Fighting;2;OBF;212;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_212_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_212_R_EN_LG.png
Kokowei;Exeggutor;Stage 1;Psychic;;130;Owei;Exeggcute;;;;;PC;Hypnoschuss ;Hypnoblast ;30;Das Aktive Pokémon deines Gegners schläft jetzt.;Your opponent's Active Pokémon is now Asleep.;PPC;Psychoschleife ;Psychic Loop ;160;Nimm 2 an dieses Pokémon angelegte Energien auf deine Hand.;Put 2 Energy attached to this Pokémon into your hand.;Darkness;Fighting;2;PAF;24;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_024_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_024_R_EN_LG.png
Xatu;Xatu;Stage 1;Psychic;;100;Natu;Natu;Hellsichtiger Sinn;Clairvoyant Sense;Einmal während deines Zuges kannst du 1 Basis-[P]-Energiekarte aus deiner Hand an 1 Pokémon auf deiner Bank anlegen. Wenn du auf diese Weise Energie an ein Pokémon angelegt hast, ziehe 2 Karten.;Once during your turn, you may attach a Basic [P] Energy card from your hand to 1 of your Benched Pokémon. If you attached Energy to a Pokémon in this way, draw 2 cards.;PCC;Super-Psischlag ;Super Psy Bolt ;80;;;;;;;;;Darkness;Fighting;1;PAF;26;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_026_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_026_R_EN_LG.png
Kirlia;Kirlia;Stage 1;Psychic;;90;Trasla;Ralts;;;;;PC;Magischer Schuss ;Magical Shot ;30;;;PPC;Psychokinese ;Psychic ;60+;Diese Attacke fügt für jede an das Aktive Pokémon deines Gegners angelegte Energie 20 Schadenspunkte mehr zu.;This attack does 20 more damage for each Energy attached to your opponent's Active Pokémon.;Darkness;Fighting;1;PAF;28;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_028_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_028_R_EN_LG.png
Fletiamo;Swoobat;Stage 1;Psychic;;90;Fleknoil;Woobat;;;;;P;Anziehungswelle ;Attraction Wave ;30;Das Aktive Pokémon deines Gegners ist jetzt verwirrt. Lege für diesen Speziellen Zustand 6 Schadensmarken anstelle von 3 Schadensmarken auf jenes Pokémon.;Your opponent's Active Pokémon is now Confused. Put 6 damage counters instead of 3 on that Pokémon for this Special Condition.;;;;;;;Lightning;Fighting;1;PAF;33;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_033_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_033_R_EN_LG.png
Elfun;Whimsicott;Stage 1;Psychic;;90;Waumboll;Cottonee;;;;;P;Feenbrise ;Fairy Wind ;50;;;;;;;;;Metal;;0;PAF;35;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_035_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_035_R_EN_LG.png
Backel;Dachsbun;Stage 1;Psychic;;90;Hefel;Fidough;Knusperkruste;Well-Baked Body;Dieses Pokémon kann nicht verbrannt werden. Verhindere allen Schaden, der diesem Pokémon durch Attacken von [R]-Pokémon deines Gegners zugefügt wird.;This Pokémon can't be Burned. Prevent all damage done to this Pokémon by attacks from your opponent’s [R] Pokémon.;PCC;Abrupter Kopfstoß ;Headbutt Bounce ;100;;;;;;;;;Metal;;1;PAF;39;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_039_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_039_R_EN_LG.png
Azugladis;Ceruledge;Stage 1;Psychic;;140;Knarbon;Charcadet;;;;;CC;Lebenssauger ;Life Sucker ;50;Heile 30 Schadenspunkte bei diesem Pokémon.;Heal 30 damage from this Pokémon.;PCC;Kampfschwert ;Fighting Sword ;100+;Wenn das Aktive Pokémon deines Gegners ein Pokémon-ex oder Pokémon-V ist, fügt diese Attacke 100 Schadenspunkte mehr zu.;If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 100 more damage.;Darkness;Fighting;2;PAF;40;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_040_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_040_R_EN_LG.png
Friedwuff;Houndstone;Stage 1;Psychic;;140;Gruff;Greavard;;;;;PP;Letzte Ehre ;Last Respects ;80+;Diese Attacke fügt für jedes [P]-Pokémon in deinem Ablagestapel 10 Schadenspunkte mehr zu.;This attack does 10 more damage for each [P] Pokémon in your discard pile.;;;;;;;Darkness;Fighting;3;PAF;43;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_043_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_043_R_EN_LG.png
Knuddeluff;Wigglytuff;Stage 1;Psychic;;110;Pummeluff;Jigglypuff;Ballontherapie;Balloon Therapy;Einmal während deines Zuges kannst du 1 Therapie-Energiekarte aus deiner Hand an 1 deiner Pokémon anlegen.;Once during your turn, you may attach a Therapeutic Energy card from your hand to 1 of your Pokémon.;PCC;Magischer Schuss ;Magical Shot ;100;;;;;;;;;Metal;;2;PAF;147;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_147_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_147_R_EN_LG.png
Kadabra;Kadabra;Stage 1;Psychic;;80;Abra;Abra;;;;;P;Teleportationsattacke ;Teleportation Attack ;30;Tausche dieses Pokémon gegen 1 Pokémon auf deiner Bank aus.;Switch this Pokémon with 1 of your Benched Pokémon.;;;;;;;Darkness;Fighting;1;PAF;149;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_149_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_149_R_EN_LG.png
Xatu;Xatu;Stage 1;Psychic;;100;Natu;Natu;Hellsichtiger Sinn;Clairvoyant Sense;Einmal während deines Zuges kannst du 1 Basis-[P]-Energiekarte aus deiner Hand an 1 Pokémon auf deiner Bank anlegen. Wenn du auf diese Weise Energie an ein Pokémon angelegt hast, ziehe 2 Karten.;Once during your turn, you may attach a Basic [P] Energy card from your hand to 1 of your Benched Pokémon. If you attached Energy to a Pokémon in this way, draw 2 cards.;PCC;Super-Psischlag ;Super Psy Bolt ;80;;;;;;;;;Darkness;Fighting;1;PAF;152;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_152_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_152_R_EN_LG.png
Kirlia;Kirlia;Stage 1;Psychic;;90;Trasla;Ralts;;;;;PC;Magischer Schuss ;Magical Shot ;30;;;PPC;Psychokinese ;Psychic ;60+;Diese Attacke fügt für jede an das Aktive Pokémon deines Gegners angelegte Energie 20 Schadenspunkte mehr zu.;This attack does 20 more damage for each Energy attached to your opponent's Active Pokémon.;Darkness;Fighting;1;PAF;154;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_154_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_154_R_EN_LG.png
Drifzepeli;Drifblim;Stage 1;Psychic;;110;Driftlon;Drifloon;;;;;CC;Windstoß ;Gust ;30;;;PPP;Ausbreitender Fluch;Curse Spreading;;Lege 8 Schadensmarken beliebig auf die Pokémon deines Gegners.;Put 8 damage counters on your opponent's Pokémon in any way you like.;Darkness;Fighting;1;PAF;156;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_156_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_156_R_EN_LG.png
Backel;Dachsbun;Stage 1;Psychic;;90;Hefel;Fidough;Knusperkruste;Well-Baked Body;Dieses Pokémon kann nicht verbrannt werden. Verhindere allen Schaden, der diesem Pokémon durch Attacken von [R]-Pokémon deines Gegners zugefügt wird.;This Pokémon can't be Burned. Prevent all damage done to this Pokémon by attacks from your opponent’s [R] Pokémon.;PCC;Abrupter Kopfstoß ;Headbutt Bounce ;100;;;;;;;;;Metal;;1;PAF;161;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_161_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_161_R_EN_LG.png
Azugladis;Ceruledge;Stage 1;Psychic;;140;Knarbon;Charcadet;;;;;CC;Lebenssauger ;Life Sucker ;50;Heile 30 Schadenspunkte bei diesem Pokémon.;Heal 30 damage from this Pokémon.;PCC;Kampfschwert ;Fighting Sword ;100+;Wenn das Aktive Pokémon deines Gegners ein Pokémon-ex oder Pokémon-V ist, fügt diese Attacke 100 Schadenspunkte mehr zu.;If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 100 more damage.;Darkness;Fighting;2;PAF;162;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_162_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_162_R_EN_LG.png
Skarabaks;Rabsca;Stage 1;Psychic;;70;Relluk;Rellor;;;;;C;Vitalsegen;Revival Blessing;;Lege 1 Pokémon aus deinem Ablagestapel auf deine Bank.;Put a Pokémon from your discard pile onto your Bench.;PP;Psystrahl ;Psybeam ;50;Das Aktive Pokémon deines Gegners ist jetzt verwirrt.;Your opponent's Active Pokémon is now Confused.;Darkness;Fighting;1;PAF;163;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_163_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_163_R_EN_LG.png
Tafforgita;Tinkatuff;Stage 1;Psychic;;90;Forgita;Tinkatink;;;;;CC;Knuddler ;Play Rough ;30+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 30 Schadenspunkte mehr zu.;Flip a coin. If heads, this attack does 30 more damage.;PCC;Pulverisierende Presse ;Pulverizing Press ;60;Der Schaden dieser Attacke wird durch Effekte auf dem Aktiven Pokémon deines Gegners nicht verändert.;This attack's damage isn’t affected by any effects on your opponent’s Active Pokémon.;Metal;;2;PAF;166;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_166_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_166_R_EN_LG.png
Friedwuff;Houndstone;Stage 1;Psychic;;140;Gruff;Greavard;;;;;PP;Letzte Ehre ;Last Respects ;80+;Diese Attacke fügt für jedes [P]-Pokémon in deinem Ablagestapel 10 Schadenspunkte mehr zu.;This attack does 10 more damage for each [P] Pokémon in your discard pile.;;;;;;;Darkness;Fighting;3;PAF;168;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_168_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_168_R_EN_LG.png
Knuddeluff;Wigglytuff;Stage 1;Psychic;;110;Pummeluff;Jigglypuff;Ballontherapie;Balloon Therapy;Einmal während deines Zuges kannst du 1 Therapie-Energiekarte aus deiner Hand an 1 deiner Pokémon anlegen.;Once during your turn, you may attach a Therapeutic Energy card from your hand to 1 of your Pokémon.;PCC;Magischer Schuss ;Magical Shot ;100;;;;;;;;;Metal;;2;PAL;84;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_084_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_084_R_EN_LG.png
Laschoking-ex;Slowking ex;Stage 1;Psychic;;270;Flegmon;Slowpoke;Terakristall;Tera;Solange sich dieses Pokémon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokémon durch Attacken (deine und die deines Gegners) zugefügt wird.;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;P;Tiefes Wissen ;Profound Knowledge ;30;Das Aktive Pokémon deines Gegners ist jetzt verwirrt.;Your opponent's Active Pokémon is now Confused.;PP;Weise Kopfnuss ;Wise Headbutt ;130;Du kannst dein Deck nach bis zu 2 Karten durchsuchen und sie auf deine Hand nehmen. Mische anschließend dein Deck.;You may search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.;Darkness;Fighting;3;PAL;86;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_086_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_086_R_EN_LG.png
Traunmagil;Mismagius;Stage 1;Psychic;;90;Traunfugil;Misdreavus;Magischer Schnipser;Magical Flick;Wenn du dieses Pokémon aus deiner Hand spielst, um 1 deiner Pokémon während deines Zuges zu entwickeln, kannst du 1 Energie vom Aktiven Pokémon deines Gegners auf 1 Pokémon auf seiner Bank verschieben.;When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may move an Energy from your opponent's Active Pokémon to 1 of their Benched Pokémon.;PC;Psychosphäre ;Psychic Sphere ;60;;;;;;;;;Darkness;Fighting;1;PAL;88;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_088_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_088_R_EN_LG.png
