Name DE;Name;Cardtype;Type;HP;Evolves from;Ability;Ability text;Attack 1 cost;Attack 1 name;Attack 1 name EN;Attack 1 damage;Effect 1;Attack 2 cost;Attack 2 name;Attack 2 name EN;Attack 2 damage;Effect 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL
Monetigo-ex;Gholdengo ex;Stage 1;Metal;260; Gierspenst;Münzbonus;Einmal während deines Zuges kannst du 1 Karte ziehen. Wenn dieses Pokemon in der Aktiven Position ist, ziehe 1 Karte mehr.;M;Goldrausch ;Make It Rain;50*;Lege beliebig viele Basis-Energiekarten aus deiner Hand auf deinen Ablagestapel. Diese Attacke fügt für jede auf diese Weise abgelegte Karte 50 Schadenspunkte zu.;;;;;;Feuer;Pflanze;2;PRE;164;G;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_164_R_DE_LG.png
Katapuldra-ex;Dragapult ex;Stage 2;Dragon;320; Phandra;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;C;Flinke Kopfnuss ;Jet Headbutt;70;;RP;Phantomsturzflug ;Phantom Dive;200;Lege 6 Schadensmarken beliebig auf die Pokemon auf der Bank deines Gegners.;;;1;PRE;165;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_165_R_DE_LG.png
Furienblitz-ex;Raging Bolt ex;Basic;Dragon;240;;;;C;Berstender Brüller;Burst Roar;;Lege deine Handkarten auf deinen Ablagestapel und ziehe 6 Karten.;LF;Kläffender Donner ;Bellowing Thunder;70*;Du kannst beliebig viele Basis-Energien von deinen Pokemon auf deinen Ablagestapel legen. Diese Attacke fügt für jede auf diese Weise abgelegte Karte 70 Schadenspunkte zu.;;;3;PRE;166;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_166_R_DE_LG.png
Evoli-ex;Eevee ex;Basic;Colorless;200;;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;RWL;Funkelnder Quarz ;Coruscating Quartz;200;;;;;;;Kampf;;1;PRE;167;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_167_R_DE_LG.png
Blutmond-Ursaluna-ex;Bloodmoon Ursaluna ex;Basic;Colorless;260;;Routiniertes Geschick;Die Kosten der von diesem Pokemon eingesetzten Attacke Blutmond verringern sich für jede von deinem Gegner genommene Preiskarte um [C].;CCCCC;Blutmond ;Blood Moon;240;Während deines nächsten Zuges kann dieses Pokemon nicht angreifen.;;;;;;Kampf;;3;PRE;168;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_168_R_DE_LG.png
Terapagos-ex;Terapagos ex;Basic;Colorless;230;;;;CC;Vereinter Niederprügler ;Unified Beatdown;30*;Wenn du als Zweiter am Zug bist, kannst du diese Attacke während deines ersten Zuges nicht einsetzen. Diese Attacke fügt für jedes Pokemon auf deiner Bank 30 Schadenspunkte zu.;GWL;Kronen-Opal ;Crown Opal;180;Verhindere während des nächsten Zuges deines Gegners allen Schaden, der diesem Pokemon durch Attacken von Basis-Pokemon, die keine [C]-Pokemon sind, zugefügt wird.;Kampf;;2;PRE;169;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_169_R_DE_LG.png
Erin;Amarys;Trainer - Supporter;;;;;Ziehe 4 Karten. Am Ende dieses Zuges, wenn du 5 oder mehr Karten auf deiner Hand hast, lege deine Handkarten auf deinen Ablagestapel.;;;;;;;;;;;;;;PRE;170;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_170_R_DE_LG.png
Matt;Crispin;Trainer - Supporter;;;;;Durchsuche dein Deck nach bis zu 2 Basis-Energiekarten verschiedenen Typs, zeige sie deinem Gegner und nimm 1 von ihnen auf deine Hand. Lege die andere an 1 deiner Pokemon an. Mische anschließend dein Deck.;;;;;;;;;;;;;;PRE;171;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_171_R_DE_LG.png
Levy;Drayton;Trainer - Supporter;;;;;Schau dir die obersten 7 Karten deines Decks an. Du kannst 1 Pokemon und 1 Trainerkarte, die du dort findest, deinem Gegner zeigen und auf deine Hand nehmen. Mische die anderen Karten zurück in dein Deck.;;;;;;;;;;;;;;PRE;172;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_172_R_DE_LG.png
Janinas Geheimkunst;Janine's Secret Art;Trainer - Supporter;;;;;Wähle bis zu 2 deiner [D]-Pokemon. Durchsuche für jedes jener Pokemon dein Deck nach 1 Basis-[D]-Energiekarte und lege sie an jenes Pokemon an. Mische anschließend dein Deck. Wenn du auf diese Weise Energie an dein Aktives Pokemon angelegt hast, ist es jetzt vergiftet.;;;;;;;;;;;;;;PRE;173;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_173_R_DE_LG.png
Jo;Kieran;Trainer - Supporter;;;;;Wähle 1:â€¢ Tausche dein Aktives Pokemon gegen 1 Pokemon auf deiner Bank aus.â€¢ Während dieses Zuges fügen die von deinen Pokemon eingesetzten Attacken dem Aktiven Pokemon-ex und Aktiven Pokemon-V deines Gegners 30 Schadenspunkte mehr zu(bevor Schwäche und Resistenz verrechnet werden).;;;;;;;;;;;;;;PRE;174;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_174_R_DE_LG.png
Tara;Lacey;Trainer - Supporter;;;;;Mische deine Handkarten in dein Deck. Ziehe anschließend 4 Karten. Wenn dein Gegner 3 oder weniger verbleibende Preiskarten hat, ziehe stattdessen 8 Karten.;;;;;;;;;;;;;;PRE;175;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_175_R_DE_LG.png
Eisenblatt-ex;Iron Leaves ex;Basic;Grass;220;;Schnelle Justierung;Wenn du dieses Pokemon während deines Zuges aus deiner Hand auf deine Bank spielst, kannst du es gegen dein Aktives Pokemon austauschen. Wenn du das machst, kannst du beliebig viele Energien von deinen anderen Pokemon auf dieses Pokemon verschieben.;GGC;Prismaklinge ;Prism Edge;180;Während deines nächsten Zuges kann dieses Pokemon nicht angreifen.;;;;;;Feuer;;1;PRE;176;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_176_R_DE_LG.png
Türkisgrüne-Maske-Ogerpon-ex;Teal Mask Ogerpon ex;Basic;Grass;210;;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;GGG;Laubschauer ;Myriad Leaf Shower;30+;Diese Attacke fügt für jede an beide Aktiven Pokemon angelegte Energie 30 Schadenspunkte mehr zu.;;;;;;Feuer;;1;PRE;177;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_177_R_DE_LG.png
Windewoge-ex;Walking Wake ex;Basic;Water;220;;Azurmeer;Schaden durch von diesem Pokemon eingesetzte Attacken wird durch Effekte auf dem Aktiven Pokemon deines Gegners nicht verändert.;WCC;Katharsis-Gebrüll ;Catharsis Roar;120+;Wenn das Aktive Pokemon deines Gegners von einem Speziellen Zustand betroffen ist, fügt diese Attacke 120 Schadenspunkte mehr zu.;;;;;;Elektro;;1;PRE;178;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_178_R_DE_LG.png
Pikachu-ex;Pikachu ex;Basic;Lightning;200;;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;GLM;Topas-Blitz ;Topaz Bolt;300;Lege 3 Energien von diesem Pokemon auf deinen Ablagestapel.;;;;;;Kampf;;1;PRE;179;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_179_R_DE_LG.png
Terapagos-ex;Terapagos ex;Basic;Colorless;230;;;;CC;Vereinter Niederprügler ;Unified Beatdown;30*;Wenn du als Zweiter am Zug bist, kannst du diese Attacke während deines ersten Zuges nicht einsetzen. Diese Attacke fügt für jedes Pokemon auf deiner Bank 30 Schadenspunkte zu.;GWL;Kronen-Opal ;Crown Opal;180;Verhindere während des nächsten Zuges deines Gegners allen Schaden, der diesem Pokemon durch Attacken von Basis-Pokemon, die keine [C]-Pokemon sind, zugefügt wird.;Kampf;;2;PRE;180;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_180_R_DE_LG.png
Bisaflor-ex;Venusaur ex;Phase 2 - Entwickelt sich aus Bisaknosp;Pflanze;340;;Ruhige Blume;Einmal während deines Zuges, wenn dieses Pokemon in der Aktiven Position ist, kannst du 60 Schadenspunkte bei 1 deiner Pokemon heilen.;GGC;Gefährliche Giftranke ;Dangerous Toxwhip;150;Das Aktive Pokemon deines Gegners ist jetzt verwirrt und vergiftet.;;;;;;Feuer;;4;SCR;1;G;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_001_R_DE_LG.png
Ledyba;Ledyba;Basis;Pflanze;60;;;;CC;Abrupter Kopfstoß ;Headbutt Bounce;30;;;;;;;Feuer;;1;SCR;2;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_002_R_DE_LG.png
Ledian;Ledian;Phase 1 - Entwickelt sich aus Ledyba;Pflanze;90;;Funkelndes Sternenmuster;Wenn du dieses Pokemon aus deiner Hand spielst, um 1 deiner Pokemon während deines Zuges zu entwickeln, kannst du 1 Pokemon von der Bank deines Gegners, das 90 oder weniger verbleibende KP hat, in die Aktive Position einwechseln.;CC;Sternschauer ;Swift;70;Der Schaden dieser Attacke wird durch Schwäche, Resistenz oder Effekte auf dem Aktiven Pokemon deines Gegners nicht verändert.;;;;;;Feuer;;0;SCR;3;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_003_R_DE_LG.png
Celebi;Celebi;Basis;Pflanze;80;;;;C;Sammeln;Collect;;Ziehe 1 Karte.;G;Blattschritt ;Leaf Step;30;;Feuer;;1;SCR;4;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_004_R_DE_LG.png
Liliep;Lileep;Phase 1 - Entwickelt sich aus;Pflanze;100;;;;G;Anbinden ;Bind Down;50;Während des nächsten Zuges deines Gegners kann sich das Verteidigende Pokemon nicht zurückziehen.;;;;;;Feuer;;2;SCR;5;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_005_R_DE_LG.png
Wielie;Cradily;Phase 2 - Entwickelt sich aus Liliep;Pflanze;150;;Selektiver Schleim;Einmal während deines Zuges kannst du 1 Münze werfen. Wähle bei Kopf Verbrennung, Vergiftung oder Verwirrung. Das Aktive Pokemon deines Gegners ist jetzt von jenem Speziellen Zustand betroffen.;G;Miasma ;Miasma Wind;100*;Diese Attacke fügt für jeden Speziellen Zustand, von dem das Aktive Pokemon deines Gegners betroffen ist, 100 Schadenspunkte zu.;;;;;;Feuer;;3;SCR;6;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_006_R_DE_LG.png
Venuflibis;Carnivine;Basis;Pflanze;110;;;;C;Snack;Nosh;;Heile 40 Schadenspunkte bei diesem Pokemon.;;;;;Diese Attacke fügt für jede Schadensmarke auf diesem Pokemon 10 Schadenspunkte weniger zu.;Feuer;;2;SCR;7;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_007_R_DE_LG.png
Schneid-Rotom;Mow Rotom;Basis;Pflanze;90;;;;C;Mähender Sprint ;Reaping Dash;30;Bevor du Schaden zufügst, lege alle Pokemon-Ausrüstungen und Spezial-Energien vom Aktiven Pokemon deines Gegners auf seinen Ablagestapel.;;;;;;Feuer;;1;SCR;8;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_008_R_DE_LG.png
Mabula;Grubbin;Basis;Pflanze;70;;;;CC;Hinterhalt ;Ambush;10+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 30 Schadenspunkte mehr zu.;;;;;;Feuer;;2;SCR;9;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_009_R_DE_LG.png
Cottini;Gossifleur;Basis;Pflanze;60;;;;C;Doppeldreher ;Double Spin;10*;Wirf 2 Münzen. Diese Attacke fügt 10 Schadenspunkte pro Kopf zu.;;;;;;Feuer;;1;SCR;10;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_010_R_DE_LG.png
Cottomi;Eldegoss;Phase 1 - Entwickelt sich aus Cottini;Pflanze;90;;;;C;Luftiges Geschenk;Breezy Gift;;Lege dieses Pokemon und alle angelegten Karten in dein Deck. Wenn du das machst, durchsuche dein Deck nach bis zu 3 Karten und nimm sie auf deine Hand. Mische anschließend dein Deck.;G;Blattwerk ;Leafage;50;;Feuer;;1;SCR;11;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_011_R_DE_LG.png
Knapfel;Applin;Basis;Pflanze;40;;;;G;Sprühwasser ;Spray Fluid;20;;;;;;;Feuer;;1;SCR;12;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_012_R_DE_LG.png
Sirapfel;Dipplin;Phase 1 - Entwickelt sich aus Knapfel;Pflanze;90;;;;G;Kandierte Attacke ;Coated Attack;20;Verhindere während des nächsten Zuges deines Gegners allen Schaden, der diesem Pokemon durch Attacken von Basis-Pokemon zugefügt wird.;;;;;;Feuer;;3;SCR;13;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_013_R_DE_LG.png
Hydrapfel-ex;Hydrapple ex;Phase 2 - Entwickelt sich aus Sirapfel;Pflanze;330;;Reifende Aufladung;Einmal während deines Zuges kannst du 1 Basis-[G]-Energiekarte aus deiner Hand an 1 deiner Pokemon anlegen. Wenn du auf diese Weise Energie an ein Pokemon angelegt hast, heile 30 Schadenspunkte bei jenem Pokemon.;CC;Sirupsturm ;Syrup Storm;30+;Diese Attacke fügt für jede an alle deine Pokemon angelegte [G]-Energie 30 Schadenspunkte mehr zu.;;;;;;Feuer;;3;SCR;14;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_014_R_DE_LG.png
Micrick;Nymble;Basis;Pflanze;50;;;;C;Tackle ;Tackle;10;;;;;;;Feuer;;1;SCR;15;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_015_R_DE_LG.png
Lextremo;Lokix;Phase 1 - Entwickelt sich aus Micrick;Pflanze;110;;;;C;Drehtritt ;Spiral Kick;50;;;;;;;Feuer;;1;SCR;16;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_016_R_DE_LG.png
Tentagra;Toedscool;Basis;Pflanze;60;;;;G;Ramme ;Ram;10;;GC;Sanfter Hieb ;Gentle Slap;20;;Feuer;;1;SCR;17;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_017_R_DE_LG.png
Tenterra;Toedscruel;Phase 1 - Entwickelt sich aus Tentagra;Pflanze;140;;;;GC;Megasauger ;Mega Drain;30;Heile 30 Schadenspunkte bei diesem Pokemon.;GCC;Peitschenschlag ;Whip Smash;90;;Feuer;;3;SCR;18;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_018_R_DE_LG.png
Ponita;Ponyta;Basis;Feuer;70;;;;R;Plumps ;Flop;10;;;;;;;Wasser;;1;SCR;19;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_019_R_DE_LG.png
Gallopa;Rapidash;Phase 1 - Entwickelt sich aus Ponita;Feuer;120;;;;RC;Brennender Spurt ;Burning Run;60+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 60 Schadenspunkte mehr zu.;;;;;;Wasser;;1;SCR;20;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_020_R_DE_LG.png
Grillmak;Pansear;Basis;Feuer;70;;;;C;Familienruf;Call for Family;;Durchsuche dein Deck nach 1 Basis-Pokemon und lege es auf deine Bank. Mische anschließend dein Deck.;RCC;Sengende Flammen ;Searing Flame;20;Das Aktive Pokemon deines Gegners ist jetzt verbrannt.;Wasser;;1;SCR;21;G;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_021_R_DE_LG.png
Reshiram;Reshiram;Basis;Feuer;130;;;;RCC;Hitzestoß ;Heat Blast;90;;;;;;;Wasser;;2;SCR;22;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_022_R_DE_LG.png
Molunk;Salandit;Basis;Feuer;70;;;;R;Glut ;Ember;30;Lege 1 Energie von diesem Pokemon auf deinen Ablagestapel.;;;;;;Wasser;;1;SCR;23;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_023_R_DE_LG.png
Amfira;Salazzle;Phase 1 - Entwickelt sich aus Molunk;Feuer;120;;;;CC;Plötzliche Versengung;Sudden Scorching;;Dein Gegner legt 1 Karte aus seiner Hand auf seinen Ablagestapel. Wenn sich dieses Pokemon während dieses Zuges aus Molunk entwickelt hat, legt dein Gegner 2 Karten mehr auf seinen Ablagestapel.;RCC;Flammenwurf ;Flamethrower;130;Lege 1 Energie von diesem Pokemon auf deinen Ablagestapel.;Wasser;;1;SCR;24;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_024_R_DE_LG.png
Tortunator;Turtonator;Basis;Feuer;130;;;;RCC;Feuerring ;Ring of Fire;50;Das Aktive Pokemon deines Gegners ist jetzt verbrannt. Während des nächsten Zuges deines Gegners kann sich jenes Pokemon nicht zurückziehen.;RRCC;Inferno-Ansturm ;Inferno Onrush;180;Dieses Pokemon fügt auch sich selbst 60 Schadenspunkte zu.;Wasser;;3;SCR;25;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_025_R_DE_LG.png
Hopplo;Scorbunny;Basis;Feuer;70;;;;C;Ruckzuckhieb ;Quick Attack;10+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 10 Schadenspunkte mehr zu.;;;;;;Wasser;;1;SCR;26;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_026_R_DE_LG.png
Kickerlo;Raboot;Phase 1 - Entwickelt sich aus Hopplo;Feuer;90;;;;R;Fußtritt ;Low Sweep;30;;RCC;Glühen ;Combustion;60;;Wasser;;1;SCR;27;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_027_R_DE_LG.png
Liberlo-ex;Cinderace ex;Phase 2 - Entwickelt sich aus Kickerlo;Feuer;320;;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;RCC;Feuergeschoss ;Flare Strike;280;Während deines nächsten Zuges kann dieses Pokemon Feuergeschoss nicht einsetzen.;RFD;Granat-Volley;Garnet Volley;;Diese Attacke fügt 1 Pokemon deines Gegners 180 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Wasser;;0;SCR;28;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_028_R_DE_LG.png
Knarbon;Charcadet;Basis;Feuer;70;;;;RC;Flackern ;Flare;30;;;;;;;Wasser;;1;SCR;29;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_029_R_DE_LG.png
Turtok-ex;Blastoise ex;Phase 2 - Entwickelt sich aus Schillok;Wasser;330;;Solider Panzer;Diesem Pokemon werden durch Attacken 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).;WW;Zwillingsdüsen ;Twin Cannons;140*;Lege bis zu 2 Basis-[W]-Energiekarten aus deiner Hand auf deinen Ablagestapel. Diese Attacke fügt für jede auf diese Weise abgelegte Karte 140 Schadenspunkte zu.;;;;;;Elektro;;3;SCR;30;G;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_030_R_DE_LG.png
Lapras;Lapras;Basis;Wasser;130;;;;W;Aquaknarre ;Water Gun;20;;WCC;Surfer ;Surf;80;;Elektro;;2;SCR;31;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_031_R_DE_LG.png
Lapras-ex;Lapras ex;Basis;Wasser;220;;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;W;Power-Platscher ;Power Splash;40*;Diese Attacke fügt für jede an dieses Pokemon angelegte Energie 40 Schadenspunkte zu.;WPM;Larimar-Regen;Larimar Rain;;Schau dir die obersten 20 Karten deines Decks an und lege beliebig viele Energiekarten, die du dort findest, beliebig an deine Pokemon an. Mische die anderen Karten zurück in dein Deck.;Metall;;2;SCR;32;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_032_R_DE_LG.png
Marill;Marill;Basis;Wasser;70;;;;C;Walzer ;Rollout;10;;;;;;;Elektro;;1;SCR;33;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_033_R_DE_LG.png
Azumarill;Azumarill;Phase 1 - Entwickelt sich aus Marill;Wasser;120;;;;WC;Blubbstrahl ;Bubble Beam;60;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;;;;;;Elektro;;2;SCR;34;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_034_R_DE_LG.png
Finneon;Finneon;Basis;Wasser;50;;;;W;Wassersprüher ;Sprinkle Water;20;;;;;;;Elektro;;1;SCR;35;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_035_R_DE_LG.png
Lumineon;Lumineon;Phase 1 - Entwickelt sich aus Finneon;Wasser;110;;;;C;Rückkehr ;Return;20;Du kannst so lange Karten ziehen, bis du 6 Karten auf deiner Hand hast.;WC;Rasierflosse ;Razor Fin;70;;Elektro;;1;SCR;36;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_036_R_DE_LG.png
Galapaflos;Tirtouga;Phase 1 - Entwickelt sich aus;Wasser;100;;;;WW;Platschende Drehung ;Splashing Turn;70;Tausche dieses Pokemon gegen 1 Pokemon auf deiner Bank aus.;;;;;;Elektro;;3;SCR;37;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_037_R_DE_LG.png
Karippas;Carracosta;Phase 2 - Entwickelt sich aus Galapaflos;Wasser;160;;Urzeitwissen;Die von deinen Pokemon eingesetzten Attacken fügen dem Aktiven Entwicklungs-Pokemon deines Gegners 30 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden).;WW;Flutwelle ;Tidal Wave;150;;;;;;;Elektro;;3;SCR;38;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_038_R_DE_LG.png
Froxy;Froakie;Basis;Wasser;60;;;;WC;Regenplatscher ;Rain Splash;20;;;;;;;Elektro;;1;SCR;39;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_039_R_DE_LG.png
Amphizel;Frogadier;Phase 1 - Entwickelt sich aus Froxy;Wasser;90;;;;WC;Wellenplatscher ;Wave Splash;40;;;;;;;Elektro;;1;SCR;40;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_040_R_DE_LG.png
Quajutsu-ex;Greninja ex;Phase 2 - Entwickelt sich aus Amphizel;Wasser;300;;;;WC;Wandel-Shuriken ;Shifting Shuriken;100+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 100 Schadenspunkte mehr zu.;;;;;;Elektro;;2;SCR;41;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_041_R_DE_LG.png
Krawell;Crabominable;Phase 1 - Entwickelt sich aus Krabbox;Wasser;160;;Zubereitung;Die Kosten der von diesem Pokemon eingesetzten Attacken verringern sich für jede Kombu-Karte in deinem Ablagestapel um [C].;WCCCC;Schwinger ;Haymaker;250;Während deines nächsten Zuges kann dieses Pokemon Schwinger nicht einsetzen.;;;;;;Metall;;3;SCR;42;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_042_R_DE_LG.png
Kamehaps;Chewtle;Basis;Wasser;80;;;;CCC;Kopfnuss ;Headbutt;60;;;;;;;Elektro;;2;SCR;43;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_043_R_DE_LG.png
Kamalm;Drednaw;Phase 1 - Entwickelt sich aus Kamehaps;Wasser;140;;Undurchdringlicher Panzer;Verhindere allen Schaden, der diesem Pokemon durch Attacken von Pokemon deines Gegners zugefügt wird, wenn jener Schaden 200 Schadenspunkte oder mehr beträgt.;CCC;Kräftiger Knirscher ;Hard Crunch;80+;Wenn auf dem Aktiven Pokemon deines Gegners mindestens 1 Schadensmarke liegt, fügt diese Attacke 80 Schadenspunkte mehr zu.;;;;;;Elektro;;3;SCR;44;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_044_R_DE_LG.png
Agiluza;Veluza;Basis;Wasser;130;;Zubereitung;Die Kosten der von diesem Pokemon eingesetzten Attacken verringern sich für jede Kombu-Karte in deinem Ablagestapel um [C].;CCCC;Schallkante ;Sonic Edge;110;Der Schaden dieser Attacke wird durch Effekte auf dem Aktiven Pokemon deines Gegners nicht verändert.;;;;;;Elektro;;2;SCR;45;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_045_R_DE_LG.png
