Name;Cardtype;Type;HP;Evolves from;Ability;Ability text;Attack 1 cost;Attack 1 name;Attack 1 damage;Effect 1;Attack 2 cost;Attack 2 name;Attack 2 damage;Effect 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL
Jolteon;Stage 1;Lightning;100;Eevee;;;L;Energize;;Attach a [L] Energy card from your discard pile to this Pokémon.;LLC;Thunder ;160;This Pokémon also does 30 damage to itself.;Fighting;;0;PR-SW;94;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_094_R_EN_LG.png
Eevee;Basic;Colorless;60;;;;C;First Step;;Draw a card.;CCC;Tail Whap ;30;;Fighting;;1;PR-SW;95;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_095_R_EN_LG.png
Dragapult V;Basic;Psychic;210;;;;P;Bite ;30;;PP;Jet Assault ;60+;If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 80 more damage.;Darkness;Fighting;1;PR-SW;96;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_096_R_EN_LG.png
Dragapult VMAX;VMAX;Psychic;320;Dragapult V;;;P;Shred ;60;This attack's damage isn't affected by any effects on your opponent's Active Pokémon.;PP;Max Phantom ;130;Put 5 damage counters on your opponent's Benched Pokémon in any way you like.;Darkness;Fighting;1;PR-SW;97;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_097_R_EN_LG.png
Crobat V;Basic;Darkness;180;;Dark Asset;When you play this Pokémon from your hand onto your Bench during your turn, you may draw cards until you have 6 cards in your hand. You can't use more than 1 Dark Asset Ability each turn.;DC;Venomous Fang ;70;Your opponent's Active Pokémon is now Poisoned.;;;;;Fighting;;1;PR-SW;98;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_098_R_EN_LG.png
Crobat VMAX;VMAX;Darkness;300;Crobat V;;;DC;Stealth Poison ;70;Your opponent's Active Pokémon is now Poisoned. Switch this Pokémon with 1 of your Benched Pokémon.;DDC;Max Cutter ;180;;Fighting;;1;PR-SW;99;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_099_R_EN_LG.png
Venusaur V;Basic;Grass;220;;;;GC;Leaf Drain ;50;Heal 30 damage from this Pokémon.;GGC;Double-Edge ;190;This Pokémon also does 30 damage to itself.;Fire;;3;PR-SW;100;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_100_R_EN_LG.png
Blastoise V;Basic;Water;220;;;;W;Water Gun ;30;;WWW;Torrential Cannon ;200;During your next turn, this Pokémon can't use Torrential Cannon.;Lightning;;3;PR-SW;101;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_101_R_EN_LG.png
Venusaur VMAX;VMAX;Grass;330;Venusaur V;;;CC;Forest Storm ;30×;This attack does 30 damage for each [G] Energy attached to all of your Pokémon.;GGCC;G-Max Bloom ;210;Heal 30 damage from this Pokémon.;Fire;;4;PR-SW;102;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_102_R_EN_LG.png
Blastoise VMAX;VMAX;Water;330;Blastoise V;;;WWW;Grand Falls ;120;Search your deck for up to 3 [W] Energy cards and attach them to your Benched Pokémon in any way you like. Then, shuffle your deck.;WWWW;G-Max Bombard ;220;This attack also does 30 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);Lightning;;3;PR-SW;103;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_103_R_EN_LG.png
Victini V;Basic;Fire;190;;;;C;Spreading Flames;;Attach up to 3 [R] Energy cards from your discard pile to your Pokémon in any way you like.;RR;Energy Burst ;30×;This attack does 30 damage for each Energy attached to both Active Pokémon.;Water;;2;PR-SW;104;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_104_R_EN_LG.png
Gardevoir V;Basic;Psychic;210;;;;P;Magical Shot ;30;;PPC;Swelling Pulse ;120+;If this Pokémon was healed during this turn, this attack does 80 more damage.;Metal;;2;PR-SW;105;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_105_R_EN_LG.png
Single Strike Urshifu V;Basic;Fighting;220;;;;F;Low Kick ;30;;FFFF;Brawny Knuckle ;180;This attack's damage isn't affected by Resistance.;Psychic;;2;PR-SW;106;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_106_R_EN_LG.png
Rapid Strike Urshifu V;Basic;Fighting;220;;;;FC;Spiral Kick ;40;;FFC;Sonic Legs ;90;This attack also does 20 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);Psychic;;2;PR-SW;107;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_107_R_EN_LG.png
Empoleon V;Basic;Water;210;;Emperor's Eyes;As long as this Pokémon is in the Active Spot, your opponent's Basic Pokémon in play have no Abilities, except for Pokémon with a Rule Box (Pokémon V, Pokémon-GX, etc. have Rule Boxes).;WCC;Swirling Slice ;130;Move an Energy from this Pokémon to 1 of your Benched Pokémon.;;;;;Lightning;;2;PR-SW;108;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_108_R_EN_LG.png
Tyranitar V;Basic;Darkness;230;;;;DCC;Cragalanche ;60;Discard the top 2 cards of your opponent's deck.;DDCC;Single Strike Crush ;240;Discard the top 4 cards of your deck.;Grass;;3;PR-SW;109;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_109_R_EN_LG.png
Crobat V;Basic;Darkness;180;;Dark Asset;When you play this Pokémon from your hand onto your Bench during your turn, you may draw cards until you have 6 cards in your hand. You can't use more than 1 Dark Asset Ability each turn.;DC;Venomous Fang ;70;Your opponent's Active Pokémon is now Poisoned.;;;;;Fighting;;1;PR-SW;110;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_110_R_EN_LG.png
Galarian Rapidash V;Basic;Psychic;210;;;;CC;Libra Horn;;Put damage counters on 1 of your opponent's Pokémon until its remaining HP is 100.;PP;Psychic ;60+;This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.;Darkness;Fighting;1;PR-SW;111;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_111_R_EN_LG.png
Cinderace;Stage 2;Fire;170;Raboot;Crisis Power;This Pokémon's attacks do 30 more damage to your opponent's Active Pokémon for each Prize card your opponent has taken (before applying Weakness and Resistance).;RC;Fireball Shot ;150;During your next turn, this Pokémon can't attack.;;;;;Water;;1;PR-SW;112;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_112_R_EN_LG.png
Inteleon;Stage 2;Water;150;Drizzile;Quick Shooting;Once during your turn, you may put 2 damage counters on 1 of your opponent's Pokémon.;CC;Waterfall ;70;;;;;;Lightning;;1;PR-SW;113;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_113_R_EN_LG.png
Cresselia;Basic;Psychic;120;;;;P;Crescent Glow;;Search your deck for a [P] Energy card and attach it to 1 of your Pokémon. If you go second and it's your first turn, instead search for up to 3 [P] Energy cards and attach them to 1 of your Pokémon. Then, shuffle your deck.;PP;Photon Laser ;30+;If you have at least 5 Energy in play, this attack does 90 more damage.;Darkness;Fighting;1;PR-SW;114;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_114_R_EN_LG.png
Passimian;Basic;Fighting;110;;Throwing Coach;Your Rapid Strike Pokémon's attacks do 30 more damage to your opponent's Benched Pokémon V and Benched Pokémon-GX (before applying Weakness and Resistance). You can't apply more than 1 Throwing Coach Ability at a time.;F;Fling;;This attack does 20 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);;;;;Psychic;;1;PR-SW;115;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_115_R_EN_LG.png
Morpeko;Basic;Lightning;80;;;;C;Famished;;Draw a card.;LC;Thunder Shock ;40;Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.;Fighting;;1;PR-SW;116;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_116_R_EN_LG.png
Phanpy;Basic;Fighting;70;;;;F;Stampede ;10;;FC;Strike Back ;30×;This attack does 30 damage for each damage counter on this Pokémon.;Grass;;2;PR-SW;117;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_117_R_EN_LG.png
Eevee;Basic;Colorless;60;;;;C;Signs of Evolution;;Seach your deck for a card that evolves from Eevee, reveal it, and put it into your hand. Then, shuffle your deck.;CC;Wild Kick ;30;Flip a coin. If tails, this attack does nothing.;Fighting;;1;PR-SW;118;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_118_R_EN_LG.png
Snorlax;Basic;Colorless;140;;;;CC;Slap Push ;30;;CCC;Single Strike Tackle ;120;This Pokémon also does 30 damage to itself.;Fighting;;4;PR-SW;119;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_119_R_EN_LG.png
Marnie;Trainer - Supporter;;;;;Each player shuffles their hand and puts it on the bottom of their deck. If either player put any cards on the bottom of their deck in this way, you draw 5 cards, and your opponent draws 4 cards.;;;;;;;;;;;;PR-SW;120;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_120_R_EN_LG.png
Marnie;Trainer - Supporter;;;;;Each player shuffles their hand and puts it on the bottom of their deck. If either player put any cards on the bottom of their deck in this way, you draw 5 cards, and your opponent draws 4 cards.;;;;;;;;;;;;PR-SW;121;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_121_R_EN_LG.png
Flaaffy;Stage 1;Lightning;90;Mareep;Dynamotor;Once during your turn, you may attach a [L] Energy card from your discard pile to 1 of your Benched Pokémon.;LLC;Electro Ball ;50;;;;;;Fighting;;2;PR-SW;122;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_122_R_EN_LG.png
Galarian Articuno;Basic;Psychic;120;;Cruel Charge;When you play this Pokémon from your hand onto your Bench during your turn, you may attach up to 2 [P] Energy cards from your hand to this Pokémon.;PPC;Psylaser;;Discard all [P] Energy from this Pokémon. This attack does 120 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);;;;;Darkness;Fighting;2;PR-SW;123;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_123_R_EN_LG.png
Galarian Zapdos;Basic;Fighting;110;;Strong Legs Charge;When you play this Pokémon from your hand onto your Bench during your turn, you may attach up to 2 [F] Energy cards from your hand to this Pokémon.;FFC;Zapper Kick ;70;You may discard all Energy from this Pokémon. If you do, your opponent's Active Pokémon is now Paralyzed.;;;;;Psychic;;0;PR-SW;124;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_124_R_EN_LG.png
Galarian Moltres;Basic;Darkness;120;;Malevolent Charge;When you play this Pokémon from your hand onto your Bench during your turn, you may attach up to 2 [D] Energy cards from your hand to this Pokémon.;DDC;Fiery Wrath ;20+;This attack does 50 more damage for each Prize card your opponent has taken.;;;;;Grass;;2;PR-SW;125;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_125_R_EN_LG.png
Galarian Slowpoke;Basic;Psychic;70;;;;C;Everyone Laze Around;;Heal 10 damage from each of your Pokémon.;CCC;Tail Whap ;30;;Darkness;Fighting;2;PR-SW;126;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_126_R_EN_LG.png
Eevee;Basic;Colorless;60;;;;C;Be Prepared;;Attach a basic Energy card from your hand to this Pokémon.;CCC;Bite ;30;;Fighting;;1;PR-SW;127;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_127_R_EN_LG.png
Eiscue;Basic;Water;120;;;;W;Ice Bonus;;Discard a [W] Energy card from your hand. If you do, draw 3 cards.;WWC;Headbutt Bounce ;100;;Metal;;2;PR-SW;128;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_128_R_EN_LG.png
Umbreon;Stage 1;Darkness;110;Eevee;;;D;Blindside;;This attack does 60 damage to 1 of your opponent's Pokémon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokémon.);DCC;Moon Mirage ;80;Your opponent's Active Pokémon is now Confused.;Grass;;1;PR-SW;129;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_129_R_EN_LG.png
Ice Rider Calyrex V;Basic;Water;210;;;;WC;Blizzard ;40;This attack also does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);WWC;Frost Stamp ;140;;Metal;;2;PR-SW;130;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_130_R_EN_LG.png
Shadow Rider Calyrex V;Basic;Psychic;210;;;;P;Cloak in Shadows;;Attach a [P] Energy card from your discard pile to this Pokémon.;PPC;Hollow Binding ;130;During your opponent's next turn, the Defending Pokémon can't retreat.;Darkness;Fighting;2;PR-SW;131;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_131_R_EN_LG.png
Dragapult;Stage 2;Psychic;150;Drakloak;;;P;Mach Turn ;60;You may switch this Pokémon with 1 of your Benched Pokémon.;PPC;Diving Swipe ;150;Discard a random card from your opponent's hand.;Darkness;Fighting;0;PR-SW;132;More formats;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_132_R_EN_LG.png
Lance's Charizard V;Basic;Fire;220;;;;RRC;Flamethrower ;200;Discard an Energy from this Pokémon.;;;;;Water;;3;PR-SW;133;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_133_R_EN_LG.png
Dark Sylveon V;Basic;Psychic;180;;;;CC;Disarming Voice ;30;Your opponent's Active Pokémon is now Confused.;PCC;Tricky Ribbon ;100;Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.;Metal;;1;PR-SW;134;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_134_R_EN_LG.png
Zacian LV.X;Level Up;Metal;160;Zacian;Bladed Armament;Damage from this Pokémon's attacks isn't affected by any effects on your opponent's Active Pokémon.;MMC;Brave Blade ;240;During your next turn, this Pokémon can't attack.;;;;;Fire;Grass;2;PR-SW;135;More formats;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_135_R_EN_LG.png
Mimikyu;Basic;Water;70;;;;W;Filch;;Draw 2 cards.;WC;Wet Claw ;40;Put an Energy attached to your opponent's Active Pokémon into their hand.;Lightning;;1;PR-SW;136;More formats;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_136_R_EN_LG.png
Light Toxtricity;Stage 1;Lightning;120;Toxel;;;C;Slow Ballad;;Heal 30 damage from both Active Pokémon.;LL;Beatdown Smash ;160;During your next turn, this Pokémon can't use Beatdown Smash.;Fighting;;2;PR-SW;137;More formats;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_137_R_EN_LG.png
Hydreigon C;Basic;Darkness;110;;;;CC;Bite ;30;;DDC;Berserker Blade ;100;This attack also does 20 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);Grass;;2;PR-SW;138;More formats;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_138_R_EN_LG.png
Pikachu V-UNION;V-UNION;Lightning;300;;;;C;Union Gain;;Attach up to 2 [L] Energy cards from your discard pile to this Pokémon.;;;;;Fighting;;2;PR-SW;139;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_139_R_EN_LG.png
Pikachu V-UNION;V-UNION;Lightning;300;;;;LC;Shocking Shock ;120;Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.;;;;;Fighting;;2;PR-SW;140;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_140_R_EN_LG.png
Pikachu V-UNION;V-UNION;Lightning;300;;;;LLC;Disconnect ;150;During your opponent's next turn, they can't play any Item cards from their hand.;;;;;Fighting;;2;PR-SW;141;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_141_R_EN_LG.png
Pikachu V-UNION;V-UNION;Lightning;300;;;;LLC;Electro Ball Together ;250;;;;;;Fighting;;2;PR-SW;142;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_142_R_EN_LG.png
Pikachu V;Basic;Lightning;190;;;;LLC;Volt Tackle ;210;This Pokémon also does 30 damage to itself.;;;;;Fighting;;1;PR-SW;143;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_143_R_EN_LG.png
Greninja Star;Basic;Darkness;130;;Shadow Knife;When you play this Pokémon from your hand onto your Bench during your turn, you may put 1 damage counter on 1 of your opponent's Pokémon.;DCC;Mist Slash ;100;This attack's damage isn't affected by Weakness or Resistance, or by any effects on your opponent's Active Pokémon.;;;;;Grass;;1;PR-SW;144;More formats;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_144_R_EN_LG.png
Pikachu V;Basic;Lightning;190;;;;LLC;Volt Tackle ;210;This Pokémon also does 30 damage to itself.;;;;;Fighting;;1;PR-SW;145;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_145_R_EN_LG.png
Poké Ball;Trainer - Item;;;;;Flip a coin. If heads, search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.;;;;;;;;;;;;PR-SW;146;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_146_R_EN_LG.png
Rayquaza V;Basic;Dragon;210;;;;L;Dragon Pulse ;40;Discard the top 2 cards of your deck.;RL;Spiral Burst ;20+;You may discard up to 2 basic [R] Energy or up to 2 basic [L] Energy from this Pokémon. This attack does 80 more damage for each card you discarded in this way.;;;2;PR-SW;147;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_147_R_EN_LG.png
Noivern V;Basic;Dragon;200;;;;P;Boomburst;;This attack does 20 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);PD;Synchro Loud ;60+;If you have the same number of cards in your hand as your opponent, this attack does 120 more damage.;;;0;PR-SW;148;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_148_R_EN_LG.png
Flareon V;Basic;Fire;210;;;;C;Flaming Breath ;20;Search your deck for a [R] Energy card and attach it to this Pokémon. Then, shuffle your deck.;RRC;Scorching Column ;120;Your opponent's Active Pokémon is now Burned.;Water;;2;PR-SW;149;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_149_R_EN_LG.png
Vaporeon V;Basic;Water;210;;;;C;Triple Draw;;Draw 3 cards.;WWC;Splash Jump ;90;Switch this Pokémon with 1 of your Benched Pokémon.;Lightning;;2;PR-SW;150;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_150_R_EN_LG.png
Jolteon V;Basic;Lightning;190;;;;C;Thunder Spear;;This attack does 20 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);LCC;Pin Missile ;60×;Flip 4 coins. This attack does 60 damage for each heads.;Fighting;;0;PR-SW;151;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_151_R_EN_LG.png
Professor's Research;Trainer - Supporter;;;;;Discard your hand and draw 7 cards.;;;;;;;;;;;;PR-SW;152;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_152_R_EN_LG.png
Pikachu;Basic;Lightning;60;;;;LL;Thunder Shock ;30;Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.;;;;;Fighting;;1;PR-SW;153;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_153_R_EN_LG.png
Dragonite V;Basic;Dragon;230;;;;CC;Shred ;50;This attack's damage isn't affected by any effects on your opponent's Active Pokémon.;WWL;Dragon Gale ;250;This attack also does 20 damage to each of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);;;3;PR-SW;154;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_154_R_EN_LG.png
Greninja V-UNION;V-UNION;Water;300;;;;C;Union Gain;;Attach up to 2 [W] Energy cards from your discard pile to this Pokémon.;;;;;;;2;PR-SW;155;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_155_R_EN_LG.png
Greninja V-UNION;V-UNION;Water;300;;Ninja Body;Whenever your opponent plays an Item card from their hand, prevent all effects of that card done to this Pokémon.;W;Aqua Edge ;130;;;;;;;;2;PR-SW;156;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_156_R_EN_LG.png
Greninja V-UNION;V-UNION;Water;300;;Antidote Jutsu;This Pokémon can't be Poisoned.;WWC;Twister Shuriken;;This attack does 100 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);;;;;;;2;PR-SW;157;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_157_R_EN_LG.png
Greninja V-UNION;V-UNION;Water;300;;Feel the Way;Once during your turn, you may have your opponent reveal their hand.;WWC;Waterfall Bind ;180;During your opponent's next turn, the Defending Pokémon can't retreat.;;;;;;;2;PR-SW;158;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_158_R_EN_LG.png
Mewtwo V-UNION;V-UNION;Psychic;310;;;;C;Union Gain;;Attach up to 2 [P] Energy cards from your discard pile to this Pokémon.;;;;;Darkness;Fighting;2;PR-SW;159;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_159_R_EN_LG.png
Mewtwo V-UNION;V-UNION;Psychic;310;;;;PPC;Super Regeneration;;Heal 200 damage from this Pokémon.;;;;;Darkness;Fighting;2;PR-SW;160;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_160_R_EN_LG.png
Mewtwo V-UNION;V-UNION;Psychic;310;;;;PPC;Psysplosion;;Put 16 damage counters on your opponent's Pokémon in any way you like.;;;;;Darkness;Fighting;2;PR-SW;161;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_161_R_EN_LG.png
Mewtwo V-UNION;V-UNION;Psychic;310;;Photon Barrier;Prevent all effects of attacks from your opponent's Pokémon done to this Pokémon. (Damage is not an effect.);PPPC;Final Burn ;300;;;;;;Darkness;Fighting;2;PR-SW;162;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_162_R_EN_LG.png
Zacian V-UNION;V-UNION;Metal;320;;;;C;Union Gain;;Attach up to 2 [M] Energy cards from your discard pile to this Pokémon.;;;;;Fire;Grass;2;PR-SW;163;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_163_R_EN_LG.png
Zacian V-UNION;V-UNION;Metal;320;;;;MMC;Dance of the Crowned Sword ;150;During your opponent's next turn, the Defending Pokémon's attacks do 150 less damage (before applying Weakness and Resistance).;;;;;Fire;Grass;2;PR-SW;164;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_164_R_EN_LG.png
Zacian V-UNION;V-UNION;Metal;320;;;;MMC;Steel Cut ;200;;;;;;Fire;Grass;2;PR-SW;165;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_165_R_EN_LG.png
Zacian V-UNION;V-UNION;Metal;320;;;;MMMC;Master Blade ;340;Discard 3 Energy from this Pokémon.;;;;;Fire;Grass;2;PR-SW;166;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_166_R_EN_LG.png
Professor Burnet;Trainer - Supporter;;;;;Search your deck for up to 2 cards and discard them. Then, shuffle your deck.;;;;;;;;;;;;PR-SW;167;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_167_R_EN_LG.png
Oricorio;Basic;Fire;90;;Lesson in Zeal;All of your Fusion Strike Pokémon take 20 less damage from attacks from your opponent's Pokémon (after applying Weakness and Resistance). You can't apply more than 1 Lesson in Zeal Ability at a time.;RC;Glistening Droplets;;Put 5 damage counters on your opponent's Pokémon in any way you like.;;;;;Water;;1;PR-SW;168;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_168_R_EN_LG.png
Pyukumuku;Basic;Water;80;;Pitch a Pyukumuku;Once during your turn, if this Pokémon is in your hand, you may reveal it and put it on the bottom of your deck. If you do, draw a card. You can't use more than 1 Pitch a Pyukumuku Ability each turn.;WCC;Knuckle Punch ;50;;;;;;Lightning;;1;PR-SW;169;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_169_R_EN_LG.png
