Name;Name EN;Kartentyp;Typ;KP;Entwickelt sich aus;Fähigkeit;Fähigkeit Text;Angriff 1 Kosten;Angriff 1 Name;Angriff 1 Name EN;Angriff 1 Schaden;Effekt 1;Angriff 2 Kosten;Angriff 2 Name;Angriff 2 Name EN;Angriff 2 Schaden;Effekt 2;Schwäche;Resistenz;Rückzug;Set;#;Regulation;Set Name;URL
Pachirisu;Pachirisu;Pokemon Basis;Elektro;70;;;;LC;Aufziehdonner ;Windup Thunder;30*;Diese Attacke fügt für jede an alle deine Pokemon angelegte Pokemon-Ausrüstung 30 Schadenspunkte zu.;;;;;;Kampf;keine;1;BRS;52;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_052_R_DE_LG.png
Pachirisu;Pachirisu;Pokemon Basis;Elektro;70;;;;C;Freunde finden;Find a Friend;;Durchsuche dein Deck nach 1 Pokemon, zeige es deinem Gegner und nimm es auf deine Hand. Mische anschließend dein Deck.;CC;Nagen ;Gnaw;30;;Kampf;keine;1;BST;49;E;Kampfstile (BST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BST/BST_049_R_DE_LG.png
Paldea-Felino;Paldean Wooper;Pokemon Basis;Finsternis;60;;;;D;Giftspucke;Spit Poison;;Das Aktive Pokemon deines Gegners ist jetzt vergiftet.;;;;;;Kampf;keine;1;OBF;126;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_126_R_DE_LG.png
Paldea-Felino;Paldean Wooper;Pokemon Basis;Finsternis;70;;;;DC;Plumps ;Flop;30;;;;;;;Kampf;keine;2;OBF;127;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_127_R_DE_LG.png
Paldea-Felino;Paldean Wooper;Pokemon Basis;Finsternis;60;;;;C;Finde ein Zuhause;Find a Home;;Durchsuche dein Deck nach 1 Stadionkarte, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;D;Ramme ;Ram;10;;Kampf;keine;2;PAF;58;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_058_R_DE_LG.png
Paldea-Felino;Paldean Wooper;Pokemon Basis;Finsternis;60;;;;C;Finde ein Zuhause;Find a Home;;Durchsuche dein Deck nach 1 Stadionkarte, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;D;Ramme ;Ram;10;;Kampf;keine;2;PAF;180;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_180_R_DE_LG.png
Paldea-Felino;Paldean Wooper;Pokemon Basis;Finsternis;60;;;;C;Finde ein Zuhause;Find a Home;;Durchsuche dein Deck nach 1 Stadionkarte, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;D;Ramme ;Ram;10;;Kampf;keine;2;PAL;128;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_128_R_DE_LG.png
Paldea-Felino;Paldean Wooper;Pokemon Basis;Finsternis;60;;;;C;Zertrampeln ;Stampede;10;;DC;Verspielter Kick ;Playful Kick;20;;Kampf;keine;1;PAL;129;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_129_R_DE_LG.png
Paldea-Felino;Paldean Wooper;Pokemon Basis;Finsternis;60;;;;C;Finde ein Zuhause;Find a Home;;Durchsuche dein Deck nach 1 Stadionkarte, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;D;Ramme ;Ram;10;;Kampf;keine;2;PAL;221;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_221_R_DE_LG.png
Paldea-Felino;Paldean Wooper;Pokemon Basis;Finsternis;60;;;;D;Giftgespritze;Splattering Poison;;Beide Aktiven Pokemon sind jetzt vergiftet.;DCC;Schweifvertrimmer ;Tail Whap;30;;Kampf;keine;1;SVP;41;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_041_R_DE_LG.png
Paldea-Schüler;Paldean Student;Trainer - Unterstützer;;;;;Durchsuche dein Deck nach 1 Pokemon, das kein Regelfeld hat, zeige es deinem Gegner und nimm es auf deine Hand. Für jede Paldea-Schüler-Karte (ausschließlich dieser Karte) in deinem Ablagestapel kannst du auf diese Weise nach 1 zusätzlichen Pokemon suchen. Mische anschließend dein Deck. (Pokemon-ex, Pokemon-V usw. haben Regelfelder.);;;;;;;;;;;Elektro;Kampf;1;PAF;85;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_085_R_DE_LG.png
Paldea-Schüler;Paldean Student;Trainer - Unterstützer;;;;;Durchsuche dein Deck nach 1 Pokemon, das kein Regelfeld hat, zeige es deinem Gegner und nimm es auf deine Hand. Für jede Paldea-Schüler-Karte (ausschließlich dieser Karte) in deinem Ablagestapel kannst du auf diese Weise nach 1 zusätzlichen Pokemon suchen. Mische anschließend dein Deck. (Pokemon-ex, Pokemon-V usw. haben Regelfelder.);;;;;;;;;;;Elektro;Kampf;1;PAF;86;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_086_R_DE_LG.png
Paldea-Schüler;Paldean Student;Trainer - Unterstützer;;;;;Durchsuche dein Deck nach 1 Pokemon, das kein Regelfeld hat, zeige es deinem Gegner und nimm es auf deine Hand. Für jede Paldea-Schüler-Karte (ausschließlich dieser Karte) in deinem Ablagestapel kannst du auf diese Weise nach 1 zusätzlichen Pokemon suchen. Mische anschließend dein Deck. (Pokemon-ex, Pokemon-V usw. haben Regelfelder.);;;;;;;;;;;Kampf;keine;1;PAF;230;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_230_R_DE_LG.png
Paldea-Schüler;Paldean Student;Trainer - Unterstützer;;;;;Durchsuche dein Deck nach 1 Pokemon, das kein Regelfeld hat, zeige es deinem Gegner und nimm es auf deine Hand. Für jede Paldea-Schüler-Karte (ausschließlich dieser Karte) in deinem Ablagestapel kannst du auf diese Weise nach 1 zusätzlichen Pokemon suchen. Mische anschließend dein Deck. (Pokemon-ex, Pokemon-V usw. haben Regelfelder.);;;;;;;;;;;Kampf;keine;1;PAF;231;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_231_R_DE_LG.png
Paldea-Suelord;Paldean Clodsire;Pokemon Phase 1;Finsternis;140;;;;D;Giftring ;Poison Ring;20;Das Aktive Pokemon deines Gegners ist jetzt vergiftet. Während des nächsten Zuges deines Gegners kann sich jenes Pokemon nicht zurückziehen.;DCC;Schlammhammer ;Muddy Hammer;100;Lege die oberste Karte des Decks deines Gegners auf seinen Ablagestapel.;Kampf;keine;3;OBF;128;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_128_R_DE_LG.png
Paldea-Suelord;Paldean Clodsire;Pokemon Phase 1;Finsternis;140;;;;D;Giftgespritze;Splattering Poison;;Beide Aktiven Pokemon sind jetzt vergiftet.;DCC;Giftschock ;Venoshock;80+;Wenn das Aktive Pokemon deines Gegners vergiftet ist, fügt diese Attacke 120 Schadenspunkte mehr zu.;Kampf;keine;3;OBF;129;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_129_R_DE_LG.png
Paldea-Suelord-ex;Paldean Clodsire ex;Pokemon Phase 1;Finsternis;280;;Giftiges Sumpfgebiet;Einmal während deines Zuges, wenn eine Stadionkarte im Spiel ist, kannst du das Aktive Pokemon deines Gegners vergiften.;DCC;Nadelknochen ;Needle Bone;200;Wirf 1 Münze. Bei Zahl kann dieses Pokemon während deines nächsten Zuges nicht angreifen.;;;;;;Kampf;keine;3;PAF;59;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_059_R_DE_LG.png
Paldea-Suelord-ex;Paldean Clodsire ex;Pokemon Phase 1;Finsternis;280;;Giftiges Sumpfgebiet;Einmal während deines Zuges, wenn eine Stadionkarte im Spiel ist, kannst du das Aktive Pokemon deines Gegners vergiften.;DCC;Nadelknochen ;Needle Bone;200;Wirf 1 Münze. Bei Zahl kann dieses Pokemon während deines nächsten Zuges nicht angreifen.;;;;;;Kampf;keine;3;PAF;219;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_219_R_DE_LG.png
Paldea-Suelord-ex;Paldean Clodsire ex;Pokemon Phase 1;Finsternis;280;;Giftiges Sumpfgebiet;Einmal während deines Zuges, wenn eine Stadionkarte im Spiel ist, kannst du das Aktive Pokemon deines Gegners vergiften.;DCC;Nadelknochen ;Needle Bone;200;Wirf 1 Münze. Bei Zahl kann dieses Pokemon während deines nächsten Zuges nicht angreifen.;;;;;;Kampf;keine;3;PAL;130;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_130_R_DE_LG.png
Paldea-Suelord-ex;Paldean Clodsire ex;Pokemon Phase 1;Finsternis;280;;Giftiges Sumpfgebiet;Einmal während deines Zuges, wenn eine Stadionkarte im Spiel ist, kannst du das Aktive Pokemon deines Gegners vergiften.;DCC;Nadelknochen ;Needle Bone;200;Wirf 1 Münze. Bei Zahl kann dieses Pokemon während deines nächsten Zuges nicht angreifen.;;;;;;Kampf;keine;3;PAL;244;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_244_R_DE_LG.png
Paldea-Tauros;Paldean Tauros;Pokemon Basis;Feuer;130;;;;CC;Rasende Hörner ;Raging Horns;20+;Diese Attacke fügt für jede Schadensmarke auf diesem Pokemon 10 Schadenspunkte mehr zu.;RRC;Flammenspurt ;Blaze Dash;120;Lege 1 Energie von diesem Pokemon auf deinen Ablagestapel.;Wasser;keine;2;PAF;111;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_111_R_DE_LG.png
Paldea-Tauros;Paldean Tauros;Pokemon Basis;Wasser;130;;;;CC;Rasende Hörner ;Raging Horns;20+;Diese Attacke fügt für jede Schadensmarke auf diesem Pokemon 10 Schadenspunkte mehr zu.;WCC;Flutentaucher;Aqua Dive;;Diese Attacke fügt 1 Pokemon deines Gegners 60 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Elektro;keine;2;PAF;120;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_120_R_DE_LG.png
Paldea-Tauros;Paldean Tauros;Pokemon Basis;Kampf;130;;;;CC;Rasende Hörner ;Raging Horns;20+;Diese Attacke fügt für jede Schadensmarke auf diesem Pokemon 10 Schadenspunkte mehr zu.;FFC;Gefechts-Tackle ;Combat Tackle;130;Dieses Pokemon fügt auch sich selbst 30 Schadenspunkte zu.;Psycho;keine;2;PAF;172;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_172_R_DE_LG.png
Paldea-Tauros;Paldean Tauros;Pokemon Basis;Feuer;130;;;;CC;Rasende Hörner ;Raging Horns;20+;Diese Attacke fügt für jede Schadensmarke auf diesem Pokemon 10 Schadenspunkte mehr zu.;RRC;Flammenspurt ;Blaze Dash;120;Lege 1 Energie von diesem Pokemon auf deinen Ablagestapel.;Wasser;keine;2;PAL;28;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_028_R_DE_LG.png
Paldea-Tauros;Paldean Tauros;Pokemon Basis;Wasser;130;;;;CC;Rasende Hörner ;Raging Horns;20+;Diese Attacke fügt für jede Schadensmarke auf diesem Pokemon 10 Schadenspunkte mehr zu.;WCC;Flutentaucher;Aqua Dive;;Diese Attacke fügt 1 Pokemon deines Gegners 60 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Elektro;keine;2;PAL;41;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_041_R_DE_LG.png
Paldea-Tauros;Paldean Tauros;Pokemon Basis;Kampf;130;;;;CC;Rasende Hörner ;Raging Horns;20+;Diese Attacke fügt für jede Schadensmarke auf diesem Pokemon 10 Schadenspunkte mehr zu.;FFC;Gefechts-Tackle ;Combat Tackle;130;Dieses Pokemon fügt auch sich selbst 30 Schadenspunkte zu.;Psycho;keine;2;PAL;108;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_108_R_DE_LG.png
Paldea-Tauros;Paldean Tauros;Pokemon Basis;Kampf;130;;;;CC;Rasende Hörner ;Raging Horns;20+;Diese Attacke fügt für jede Schadensmarke auf diesem Pokemon 10 Schadenspunkte mehr zu.;FFC;Gefechts-Tackle ;Combat Tackle;130;Dieses Pokemon fügt auch sich selbst 30 Schadenspunkte zu.;Psycho;keine;2;PAL;218;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_218_R_DE_LG.png
Palimpalim;Chimecho;Pokemon Basis;Psycho;70;;;;C;Klarer Ton;Clear Tone;;Durchsuche dein Deck nach bis zu 2 Spezial-Energiekarten, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;CC;Herunterhängen ;Hang Down;30;;Finsternis;Kampf;1;BRS;63;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_063_R_DE_LG.png
Palimpalim;Chimecho;Pokemon Basis;Psycho;70;;;;C;Kleine Besorgung;Minor Errand-Running;;Durchsuche dein Deck nach bis zu 2 Basis-Energiekarten, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;C;Angenehmer Klang ;Pleasant Tone;20;Das Aktive Pokemon deines Gegners schläft jetzt.;Finsternis;Kampf;1;BST;59;E;Kampfstile (BST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BST/BST_059_R_DE_LG.png
Palimpalim;Chimecho;Pokemon Basis;Psycho;70;;;;CC;Schlafeinflößer;Sleep Inducer;;Wechsle 1 Pokemon von der Bank deines Gegners in die Aktive Position ein. Das neue Aktive Pokemon schläft jetzt.;PCC;Psychoschuss ;Psyshot;70;;Finsternis;Kampf;1;PAF;30;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_030_R_DE_LG.png
Palimpalim;Chimecho;Pokemon Basis;Psycho;70;;;;P;Verträumter Klang;Dreaming Tone;;Wenn während des nächsten Zuges deines Gegners 1 Energiekarte aus der Hand deines Gegners an das Verteidigende Pokemon angelegt wird, schläft jenes Pokemon.;PC;Herunterhängen ;Hang Down;30;;Finsternis;Kampf;1;SIT;74;F;Silberne Sturmwinde (SIT);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_074_R_DE_LG.png
Palimpalim;Chimecho;Pokemon Basis;Psycho;70;;;;P;Schallwelle ;Hyper Voice;20;;CC;Heimklang;Homeward Chime;;Mische 1 Pokemon auf deiner Bank und alle angelegten Karten in dein Deck.;Finsternis;Kampf;1;TWM;85;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_085_R_DE_LG.png
Palimpalim;Chimecho;Pokemon Basis;Psycho;70;;;;P;Schallwelle ;Hyper Voice;20;;CC;Heimklang;Homeward Chime;;Mische 1 Pokemon auf deiner Bank und alle angelegten Karten in dein Deck.;Finsternis;Kampf;1;TWM;179;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_179_R_DE_LG.png
Palimpalim;Chimecho;Pokemon Basis;Psycho;70;;;;C;Verheißungsvoller Klang;Auspicious Tone;;Durchsuche dein Deck nach 1 Pokemon und 1 Unterstützerkarte, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;PC;Hypnoschuss ;Hypnoblast;30;Das Aktive Pokemon deines Gegners schläft jetzt.;Finsternis;Kampf;1;VIV;72;D;Farbenschock (VIV);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/VIV/VIV_072_R_DE_LG.png
Palkia;Palkia;Pokemon Basis;Wasser;130;;Absoluter Raum;Solange dieses Pokemon in der Aktiven Position ist, kann dein Gegner keine Stadionkarten aus seiner Hand spielen.;WCC;Turbosmash ;Overdrive Smash;80+;Während deines nächsten Zuges fügt die Attacke Turbosmash dieses Pokemon 80 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden).;;;;;;Elektro;keine;2;CEL;4;E;Celebrations (CEL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CEL/CEL_004_R_DE_LG.png
Palkia;Palkia;Pokemon Basis;Wasser;130;;;;CC;Blitz-Teleportation ;Teleportation Burst;30;Du kannst dieses Pokemon gegen 1 Pokemon auf deiner Bank austauschen.;WCC;Preiszähler ;Prize Count;80+;Wenn du mehr verbleibende Preiskarten hast als dein Gegner, fügt diese Attacke 80 Schadenspunkte mehr zu.;Elektro;keine;2;PAR;40;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_040_R_DE_LG.png
Pamamo;Pawmo;Pokemon Phase 1;Elektro;90; Pamo;;;L;Donnerschock ;Thunder Shock;30;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;LLC;Kopf-Blitz ;Head Bolt;70;;Kampf;keine;1;PAF;143;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_143_R_DE_LG.png
Pamamo;Pawmo;Pokemon Phase 1;Elektro;80; Pamo;;;L;Statischer Schock ;Static Shock;20;;LL;Elektrokugel ;Electrobullet;50;Diese Attacke fügt auch 1 Pokemon auf der Bank deines Gegners 30 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Kampf;keine;1;PAL;75;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_075_R_DE_LG.png
Pamamo;Pawmo;Pokemon Phase 1;Elektro;90; Pamo;;;L;Donnerschock ;Thunder Shock;30;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;LLC;Kopf-Blitz ;Head Bolt;70;;Kampf;keine;1;SVI;75;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_075_R_DE_LG.png
Pamo;Pawmi;Pokemon Basis;Elektro;60;;;;C;Leichter Hieb ;Light Punch;10;;LC;Stromtritt ;Zap Kick;20;;Kampf;keine;1;PAF;142;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_142_R_DE_LG.png
Pamo;Pawmi;Pokemon Basis;Elektro;60;;;;C;Leichter Hieb ;Light Punch;10;;LC;Stromtritt ;Zap Kick;20;;Kampf;keine;1;PAF;226;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_226_R_DE_LG.png
Pamo;Pawmi;Pokemon Basis;Elektro;50;;;;L;Statischer Schock ;Static Shock;20;;;;;;;Kampf;keine;1;PAL;74;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_074_R_DE_LG.png
Pamo;Pawmi;Pokemon Basis;Elektro;40;;;;L;Gezielter Funke;Targeted Spark;;Diese Attacke fügt 1 Pokemon deines Gegners 20 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);;;;;;Kampf;keine;1;SCR;56;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_056_R_DE_LG.png
Pamo;Pawmi;Pokemon Basis;Elektro;50;;;;L;Durchrütteln;Jolt;;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;;;;;;Kampf;keine;1;SVI;73;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_073_R_DE_LG.png
Pamo;Pawmi;Pokemon Basis;Elektro;60;;;;C;Leichter Hieb ;Light Punch;10;;LC;Stromtritt ;Zap Kick;20;;Kampf;keine;1;SVI;74;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_074_R_DE_LG.png
Pamo;Pawmi;Pokemon Basis;Elektro;50;;;;LC;Statischer Stoß ;Static Slap;20;Wirf 1 Münze. Lege bei Kopf 1 Energie vom Aktiven Pokemon deines Gegners auf seinen Ablagestapel.;;;;;;Kampf;keine;1;SVP;40;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_040_R_DE_LG.png
Pamomamo;Pawmot;Pokemon Phase 2;Elektro;130; Pamamo;Elektrogenese;Einmal während deines Zuges kannst du dein Deck nach 1 Basis-[L]-Energiekarte durchsuchen und sie an dieses Pokemon anlegen. Mische anschließend dein Deck.;LLC;Elektropfoten ;Electro Paws;230;Lege alle Energien von diesem Pokemon auf deinen Ablagestapel.;;;;;;Kampf;keine;0;PAF;144;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_144_R_DE_LG.png
Pamomamo;Pawmot;Pokemon Phase 2;Elektro;130; Pamamo;Elektrogenese;Einmal während deines Zuges kannst du dein Deck nach 1 Basis-[L]-Energiekarte durchsuchen und sie an dieses Pokemon anlegen. Mische anschließend dein Deck.;LLC;Elektropfoten ;Electro Paws;230;Lege alle Energien von diesem Pokemon auf deinen Ablagestapel.;;;;;;Kampf;keine;0;SVI;76;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_076_R_DE_LG.png
Pamomamo;Pawmot;Pokemon Phase 2;Elektro;130; Pamamo;Elektrogenese;Einmal während deines Zuges kannst du dein Deck nach 1 Basis-[L]-Energiekarte durchsuchen und sie an dieses Pokemon anlegen. Mische anschließend dein Deck.;LLC;Elektropfoten ;Electro Paws;230;Lege alle Energien von diesem Pokemon auf deinen Ablagestapel.;;;;;;Kampf;keine;0;SVI;209;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_209_R_DE_LG.png
Pamomamo;Pawmot;Pokemon Phase 2;Elektro;130; Pamamo;Elektrogenese;Einmal während deines Zuges kannst du dein Deck nach 1 Basis-[L]-Energiekarte durchsuchen und sie an dieses Pokemon anlegen. Mische anschließend dein Deck.;LLC;Elektropfoten ;Electro Paws;230;Lege alle Energien von diesem Pokemon auf deinen Ablagestapel.;;;;;;Kampf;keine;0;SVP;6;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_006_R_DE_LG.png
Pamomamo;Pawmot;Pokemon Phase 2;Elektro;140; Pamamo;;;L;Flotter Sprung ;Mach Bolt;40;;LL;Elektrofaust ;Electric Fist;100;Diese Attacke fügt auch 1 Pokemon auf der Bank deines Gegners 60 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Kampf;keine;1;PAL;76;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_076_R_DE_LG.png
Pamomamo-ex;Pawmot ex;Pokemon Phase 2;Elektro;300; Pamamo;;;L;Stromtritt ;Zap Kick;60;;LL;Blitztreffer;Levin Strike;;Lege 2 [L]-Energien von diesem Pokemon auf deinen Ablagestapel. Diese Attacke fügt 1 Pokemon deines Gegners 220 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Kampf;keine;0;OBF;73;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_073_R_DE_LG.png
Pam-Pam;Pancham;Pokemon Basis;Kampf;70;;;;CC;Hacker ;Chop;30;;;;;;;Psycho;keine;2;CRZ;72;F;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_072_R_DE_LG.png
Pam-Pam;Pancham;Pokemon Basis;Kampf;60;;;;C;Verzogen;Raised Bad;;Durchsuche dein Deck nach bis zu 2 [D]-Energiekarten und lege sie an dieses Pokemon an. Mische anschließend dein Deck.;CCC;Schmetterkick ;Smash Kick;30;;Psycho;keine;2;FST;149;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_149_R_DE_LG.png
Pam-Pam;Pancham;Pokemon Basis;Kampf;70;;;;C;Silberblick;Leer;;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;CC;Fußkick ;Low Kick;20;;Psycho;keine;2;SCR;85;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_085_R_DE_LG.png
Pampross;Mudsdale;Pokemon Phase 1;Kampf;150; Pampuli;;;F;Schlammvorrat;Mud Stock;;Lege 1 Basis-[F]-Energiekarte aus deinem Ablagestapel an jedes Pokemon auf deiner Bank an.;FCC;Pferdestärke ;High Horsepower;140;Dieses Pokemon fügt auch sich selbst 40 Schadenspunkte zu.;Pflanze;keine;3;TEF;92;H;Gewalten der Zeit (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_092_R_DE_LG.png
Pampross;Mudsdale;Pokemon Phase 1;Kampf;150; Pampuli;;;F;Schlammvorrat;Mud Stock;;Lege 1 Basis-[F]-Energiekarte aus deinem Ablagestapel an jedes Pokemon auf deiner Bank an.;FCC;Pferdestärke ;High Horsepower;140;Dieses Pokemon fügt auch sich selbst 40 Schadenspunkte zu.;Pflanze;keine;3;TEF;175;H;Gewalten der Zeit (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_175_R_DE_LG.png
Pampross;Mudsdale;Pokemon Phase 1;Kampf;140; Pampuli;;;FC;Schlammbombe ;Mud Bomb;50;;;;;;Diese Attacke fügt für jedes [C] in den Rückzugskosten des Aktiven Pokemon deines Gegners 30 Schadenspunkte weniger zu.;Pflanze;keine;3;VIV;97;D;Farbenschock (VIV);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/VIV/VIV_097_R_DE_LG.png
Pampuli;Mudbray;Pokemon Basis;Kampf;80;;;;F;Schmetterkick ;Smash Kick;10;;FCC;Lehmschelle ;Mud-Slap;50;;Pflanze;keine;2;TEF;91;H;Gewalten der Zeit (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_091_R_DE_LG.png
Pampuli;Mudbray;Pokemon Basis;Kampf;80;;;;C;Ramme ;Ram;10;;FFC;Rückwärtskick ;Rear Kick;60;;Pflanze;keine;2;VIV;96;D;Farbenschock (VIV);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/VIV/VIV_096_R_DE_LG.png
